,JOB_TITLE,LOCATION,SALARY,COMPANY_NAME,LINK_TO_JOB
10,IT Software Engineer- Finance,"Remote in Pune, Maharashtra",N/A,Zendesk,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An6TE4nSNopf81v8h4GOnemh63Iw_8cinpVUxcVYAn6sHOf2KtlCGLc4fsMG9Z1yZhLPZy-FY_p9HO3-gcVE5tzqm3AKAgolZC85CfwQhv9G6k3qr8669gOf_Q__kzNdPS-uL7T5deLULMTurtmk6nuQueYaNRj9gE8ahoA6QlGxKyPDeU3kHs8tQlaJFuYHyDjbyodegjfqZ1AuIzYuzDqsRFHBLRViY4kAuARpssdq5Srxk_N4MGCU9RWvQ62-E6zvFajo4t-lYGAOpZwFwCpJDA1poyTHTRKzgWQ8Mt5X841O49a2viRJRCSdMMt3BbCchebNN8Y1JfAn7sMiI-jaIpSHxwxHl2kGr4HLIabM2zUBGzmNoJdbQgDoFVPZTMIGqfSjNWsEbkO0m-Gs3WJfSvBIrJdPcwnDjakHLBPUSAiAP4lqGGzdU--SNdyxKyTGuS_NuOWNE0CYik4KQnfj9TZUcPbKrLn7F7FOkRQPtYKwH0c7D6vrFVMwe1fsriwOjjTGThp0toSlhP9HFYmwrGBulUGYoor-CBm-B-HuJwqM6I87l19NIBR_wgXpDqwVHP_VtWBdnQBEIMEn0sO-JUZY7DzpaizI5MvxuEMC4z3IVl7PKH5zk6f40sf12bqmasXlH-LYJB1YZuT6wu-Eu0N3t4nhIhKGghdLUK2dT55kNie_nnmVSIWQ1Xz_7a0gAj_dO7d_PkRZ3B9SMuV2ifkYSbM06f1H1kx5ypC79oAKoq_UBE8fr2xYbM0In9t43Lx9nxP0LW22QuOqTYWKFbxM8d7jtarm0gFCO4Y7NVhtLpHt1wh-X5WdJ8uiVXSKJaoGfXXnmnFJqPVZEdZWJGc-jIpuGSsZ502849VidRI_Hg3e4GGLrsMoNfT1aRYtt9YRo8FtbLctDrRmPRpJYb_S5OO7FmTIoWAk5sEbx1YSxWSIKynCA-oV3C5dWtB2GBuqVuxSjmXDep_fVKsRXpWQCy1-V-4p1yngzZ7NHXqpyTwfkH_f7vGHY6GRrooGTYQVdr4z7BDwu-JvCfUVkjzHX6wpZUpfm_M5GWGlZseou0bNMr3MR4Eh4wplGf_H1HbYcjDQE_0OhYy8Z6NfcKthcWBpztzqDeXi85ieYOXYSGFSO0SG4BQnrJMDfke7MIRvkRVUmjBMZl1naWYSf2sORzLOCMzbDnto3iCDXK2rJFH2NU4_ZfP86Zg0c6BAsQI06FtLFIjyKFE436M_quL_fJ9cy56dflAMDt4w==&xkcb=SoBS6_M3sPkSo7z7qZ0LbzkdCdPP&camk=UoKtGZLa3XILVxi3wsLnQw==&p=0&fvj=0&vjs=3
11,Staff Software Engineer - Typescript,"Hybrid work in Pune, Maharashtra",N/A,Zendesk,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An6TE4nSNopf81v8h4GOnemh63Iw_8cinpVUxcVYAn6sHOf2KtlCGLc4fsMG9Z1ybwZg9PJNJ-HDmSB57Ryk2nuQWzt57cZnmhHA5CtrTk0N1Q7HYpm7fU267ie1Q6lhmJ-iw_TGziSpEWECIaPHGMtqvqnJK3OHwAHRXaAJSYKA5ko-2wqZYWjdX_1S48bofLhk2Q9_zOWTziREyu_Xss7MsxVs6o1t7KiHbsOE1AzqmvlcWKyVwt8dv_FIsznSS2hkZHyhJPKDhVbjkZrjxHshdSKH_IN2qPv4_Rpq69RrjGDPfR0VfaC_-dSRLgOqCC8M8QACAjU0-Ytrr6TAOx6ICw-_Pp7yO6nPG469zbb7dSdQ8iC5H-uUnGN14EgzylVwu9sy8ahZMJJKoyEideZxISDKmwb-qLnLmcxTVIqtsFz_VGSrUmz6KzTPZ-xbl8aE4-UEw6Ly8sS1jiJcensqdbuL39suuifl0lqs_n9pt2t32ChCryld13uGyCXXveg7DnstpZVkhzpt8ZfodLZuq9fwWKo-iY7AH0T9sBfEO93C_dLZHgrdA3-8OJVEEfyS_kc_F0ZLMi3mECYz3kCAEv68bsBjH30QM3FJwcMyTIHGUUDqlFCJ5TjlGVYBf4TzkPK3rgMkMdkipi3WfVsTOeasra9Hk2qfCbb4gVgNA2TooaUqVlHk5iSfAg3afnGvSlCGt9zVhZKagcM9f3_WdSsc2UVIgR9Mk4FmwwlxUQnTs4KHRaZ90AsccI6gPhTKpOVWzJTpsbRWZSfO0Zd0qRGO_MgmZLuJCTdboI1cpKMnxREogkcQIff1t8FNbkg4v25TVDMQK4vqTVZFF1rLYdJiNLts1P_6i7woyBK6rorxHQhMSCloxymNXkWLakFH26Crgqd7Df3h-IV3F6h4x2t5t13SV1cstnb4IBgtTqd1a6z2nJBKHuM3awvXZ-Bt3giXocBP_i9nuHZrAcARnxl8ER5ev4kS-GHO1y56WhJukBAm3eV_0qtcOo3Mrp8jm1ya3n8iTZjBloJW9HqnuZxT_rZeosQY7WxyHsYlf5O5shKMQZVpqOBcMxrN0rwb_9JSaVX1V0ig4kWtP7kWLJn9PhXzU68AYZDQhN8GRdnWOWUFtCB-hhPJW2zr8M8bD6p8xnB1dEFfEf-2KGDPAW93mVvdeSska-cRAXRHmpcaKRBFfEikh_CpfSzYcWxw7pWc-o0WmxfxwFnpEk8cD2uHhtCMVx_mhsGlSCPOwDk8_58Gtl5bctxVb0QwfKIR_tuIeERA==&xkcb=SoAc6_M3sPkSo7z7qZ0BbzkdCdPP&camk=UoKtGZLa3XILVxi3wsLnQw==&p=10&fvj=0&vjs=3
12,Software Developer Intern,Remote,325000.0,Expicient Software Pvt Ltd,https://in.indeed.com/rc/clk?jk=238bd47fc569fa56&bb=HQ4TSVJFNDeq1qwwdh-C2OHMQm4bKniyzyENg0G1h5tT4Ip5EG25gMeKW0HjhHcmWDUhYYYnNc-PzcCjSTR5yM-cYxiwn84J-VMBXI4zQpcnXCtuVP0EGGtzzkqm29G-wshhjIhZsA-0e_kxYk5DGw%3D%3D&xkcb=SoC167M3sPkSo7z7qZ0PbzkdCdPP&fccid=7a7d1045b8119932&cmp=Expicient-Software-Pvt-Ltd&ti=Software+Engineer&vjs=3
13,Staff Software Engineer - Data,"Remote in Pune, Maharashtra",N/A,Zendesk,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An6TE4nSNopf81v8h4GOnemh63Iw_8cinpVUxcVYAn6sHOf2KtlCGLc4fsMG9Z1ybwZg9PJNJ-HHSRXn89IhTId2QHhUEnFUtoCREYPHR3fcPF0TevkjljkQ8eA3XiTcVmpgsSbvU4z_3kx4OvO-9S8spsFqanOBZbu9OdH9vP1DLUQgVKbCE56zm9ehQcCN7d_AZ9uybefh-M97QXo_WKG16ylxYlPhmhdSmqLXWhnba0AhkF-zA2QONHTZH4Yl_kGzwvQw4X9FnKdRWIwddglOT6n0xlai7WlLnQN144wB68IiQJn5GHykzpCQ5CjPqNgAvbbtNqPhMUJUYcWo98jp3_A_dtCwF-ZQITgd4qJ7PeW4dl4-VzZTBeu98lX-mGBEQ91gMa_aNkmAuuAVCALezuwbhAlal_wldKhX_dNFffJCoXeLXWIEuSzDdBZSYKux46rVzsZKeNCiAsGRfOficI8i3HS6WT_kyDj_WFHI44ukOGB-BBoMxGJyKcDn8pdpEI47Q88SSOz-zWK7h4LefRhl2PKoJIhYqi-TJpF7vz0wEakmB6uSYbK3Hs5uQJsU_YtpMYqz1gYyEaGGoaCwUHT_lx8ME4Vt6JJq2gpqFzfjJynlVRDbtj5mDFljSzlx9g2VCtLsGNPVbfcepNGpNcLuIX0IRsoE6-UR_0s8P-PEg7nAZXlO-I657frfHLXKy1zK0f9E7GNZoYN5hFZi8LQrrobrNaU14Ijr6ZbNKE7xmMp47KsV4kDif3nlZrV0N3A0Hl1npu6_YzSqVT823YFY_eQt73Tx2HJ24EbuNfr_9ZTfTP6Qgb-gIKlj-PicYQ9E1921cbj6dEy7Dr9WxeYreVMhXKRSGOhq2qP7jzJxdSz6fqmzuoPhZo2PKIE-WASB3wClrNuYA0uovGxd67wosPzBya_XGlN4M6mo8IGS0TcgZVb8lfAk0MLZ5Cfo35dwIy-v__59uCyJklVkY0dmRlsP9n2VJT6gw-xM8Xf4onvTKrna7_glCnQBS6mj2iXb6ZIQWZ6VWW_Pc-MZCCVfjIQlfnhb22cbsS2tSqVmB5mx0UjTmMiVFdSnoSyBYeSdr--pHVZbmvVPWfW1F7wv2QkTFAB19HZDro20h3FzwBVb5dp8Eb9eZTsEIjETU5jg5sIA-zvxDPOKj6-RORdn76LcjVDyZoIWNyzvHMx-dKtwicpgIaxjOLMb0abQSj6qlzXBJGSnRu6rRssfV6NyR52oN-_fK1lazXsvIT7J7d-ZISldVmsdlV5HqGbYwuoiN1aAWtEFa2EfhV&xkcb=SoB76_M3sPkSo7z7qZ0JbzkdCdPP&camk=UoKtGZLa3XILVxi3wsLnQw==&p=2&fvj=0&vjs=3
14,Software Engineer II,"Hybrid work in Pune, Maharashtra",N/A,Zendesk,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An6TE4nSNopf81v8h4GOnemh63Iw_8cinpVUxcVYAn6sHOf2KtlCGLc4fsMG9Z1ybwZg9PJNJ-HIjWJam12Lt4fBMx0XSTpy-edS5Nc6kM4w2oKEavI3MbX_XPj8hqrgequ9DK4QFBBhE85v1X522daH_rom4TjGzvipe6_ZpwOCMm-t_dSvY3YRgP1I1gBVv6t7emSG9D3H2Kv0PZR-5srFRg5V317EdmqPMIYvaR7FOMjbuJDLDcHppxD2M-aYVa7qW5XwewkeOo4g9a4MY85ZzNTF_56Z99qoRNjkxJLJELCJRCEEOrhd9DcQtRdjFWsO5kRy-BKc3GzM2qFt61O4imojznRz1M1u6foXWA_fLCGbY0REg3gJdqpdFBSXDhmYxHle_ZNhjguDYXKJVyGSXjXaPKsr1X19mfZgeK7UCwMjSDuallW1nHDquxlnODP7WDtvOmZoDPBgwitbq5bKb7MrYkUlGxeXXpOlv_xfv0wy0QjdkX5jTeKgQN3Hj07N3yVrPwBPJJ5X1leu1yI7_7uL8Kbu1t8pC_gw2lvUnC2tsVG6juZ2jTApYIsJhX8dnwmteYty04Bek3B9sztk_sZOaMpDUqPr9Y01n6PyzH-YCkUx3p6XynXCaYUY9B9CT45qPgdahCCCKh6Qb16l6KHbcb5mDwkHJLR5fnvy7__RdpOPCNm6yWyHzuhkp0Qnksyqxe342s_nsEb4lS05zcWiV2GOSHWfNZgnz_XsE7eyrIaOv_8t30XoPIi6lcENEZfggALmlMwspjm7AYdSAo_IWodZuPbttjdLOmeXXAbcts3EKbh-gLV3eFlWZAiYjyPCezw8thoAYwNf3m12ZgqCnD-IWErkBdg30l12SI9Sv6ICxrHrcBryvdeybMmciiOcNoNoSPba2H4-XxuL1XJ9sszQwXoCP0niBKYXm04ypelGGWD8VdEGgi9dLZds4MwiATxigvt4l_yuxTrQK4w6-vCmQeBX18oakDlC6Q3O-rUbEZNeCeGKDY83ScTcz4q1TNKpJ3sIUzgJJxffuRv1v0JmM-zx-hwopGWV4oqzmk4SFn8czoBnzWLt9OUCTfDjir3BAy_ku0Eu_sqAzMZ9uQExiXNOx-plz3eoaat7YwSMwcp8i7D4_wtDD-7smByli7N0YJfKrNtIYIADlU2c2qxknQbSVu3GNZznRh6RyHihRyy_rR_k6biYz-3YeWDGQGB6oY_0HlgD5LLNzgqmumLPdzWW0vzqePvzVxhhh0jeoY&xkcb=SoBo6_M3sPkSo7z7qZ0NbzkdCdPP&camk=UoKtGZLa3XILVxi3wsLnQw==&p=6&fvj=0&vjs=3
15,"Software Engineer, India","Remote in Bengaluru, Karnataka",8000000.0,Cartesia,https://in.indeed.com/rc/clk?jk=8d9a5b5ed89b1242&bb=GFKPxZ-8qGkVUeT4bTWBW7gB1fYoh46iTil6-CvlMYiXOATdtfgjsKnZMhJo9zLXCRu8VFgvSVsqxieYAnMs5qPCUJD5F-P58MJqaOyOp4_PBBTKA3l_fdE9XFxx4Y8bHx1Kd-Fp3yj8KWrwx1YxnQ%3D%3D&xkcb=SoCL67M3sPkQyLz7pZ0HbzkdCdPP&fccid=be59b08211753c2c&vjs=3
16,Senior Software Engineer (ROR + React),"Hybrid work in Pune, Maharashtra",N/A,Zendesk,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An6TE4nSNopf81v8h4GOnemh63Iw_8cinpVUxcVYAn6sHOf2KtlCGLc4fsMG9Z1yZhli9ENrc17AoXQkvLXNBV35gTxpe6ssDzWpek9o-Z1msuBlj342bNjliPWpL0AZ6cCYDZZLc_p6oCjbuPFVgRc1-pHBgLig2th0d6UiOADvTEHo18-Bnpj_vhg0L3LcHd9EySKV-Wl3a76HaTLAZxdsbYgen0XmRPDY6Piksb_lefM7l62B_6wH9Z6GSNNw5LNLWyWNZQC-q8qGRMNprZnbzycLpWXIJaNmJWGQZNEwxWkgzLWebG7t-LEwVeYvVM36Z9itB4-XrItyY5zzUY4-HmVnTjWNiEHQ1DzTTdTHncErJaqJvzE9s_HT9103GdEVdh6Fp-pza-cyI3tlwK8GU7pMxpSkx-fa8XzQpLwcVZ1xx3VRphl-GAAy5lDzLjF4bp7Au8P6FasmegT3aJd1mChvhgj73XGDAv8SVWMTxX3ukW9IRPx1jZMrYu_OMzDOAPYvzV4unrTIw_8zMLAaSb7rB73Rlf49RQL5pg4BR4TKZwFfvczUkHQCYhe5Z6CUsEBoRiOyyGHdkRq2R3VBfPIDcY0x-6XaDrI8M_pRBO5Pxy6OGMp3-zEMlC9TmXfqrptLpakszNJfZqUZjiuOVFtb0KW7hFJnT0wbbbQq272JPaNNAPVrwYHGKRSYjnF4de-qp2g6nSiNtxg2RXvXslYkMTXRTN1eylP8EMK2ZQa3Dqp6ckBhd9shf16ndzT41tx32quFDDOlbXz58Q6iTWUXsNm0I6N3z5X-iWfkAIXcczz-Vs5Ye90KNZFBH5rh0T1LSfPfEAgCJ0Cp1Qhf90Lykm5fFiNGK3JBfMzMxlUKexPbaoEw8zEYq-cidwtf2XpZcB5bjZfFXcxvuJfvqJQI1v-Yyx8qShK-g-RhF0JGJjIuJ-hRvRNbo2K08PgxkR240l_-01kGdAXIhesuRjPtL31KX9Y6hEmvKHtVcC_yPWo-OlicyEswE1SvneLxVbh_mDLSU142PUDjXIzSL8391x4F9j5t-RCPSiC91WVt1npUnuVtKnoNjDtZrSkRrrE78PdyLVBs3ahahloheNEGmJa0ctxXfuG3zlcKpXjQYFUTLLI3fJGPLWCgICPq85gyfNxZe-3-fDsLW1clMBG_wGVoSEWi6HY_r-IGk5EgTxQpjUdc1QusZPquNPMTGQexH2KaB2yfJeYLrT0ekKqhXvxDcrzleTP6ZUj8cdpuZ-gNCEcnRjD4TKC9uvestHpeuGyQ==&xkcb=SoCs6_M3sPkQyLz7pZ0ObzkdCdPP&camk=UoKtGZLa3XILVxi3wsLnQw==&p=1&fvj=0&vjs=3
17,Java Developer (Fresher) – Computer Science Background,Remote,270000.0,"SearchBlox Software, Inc.",https://in.indeed.com/rc/clk?jk=1266447b38896933&bb=GFKPxZ-8qGkVUeT4bTWBWyINedk9sEg4u86JkoBo3KK4Y2i_NKN23si15Te3LR44NBiSXB1wAIQbdoqLd3kpA-VrJVYaPq91rj_nap4zDD3BzAQO7AnOsQKVUVABL8DGRrT0Pp0AMIURIPbIDPA4LQ%3D%3D&xkcb=SoA_67M3sPkQyLz7pZ0GbzkdCdPP&fccid=09b510e4f39df02b&cmp=SearchBlox-Software%2C-Inc.&ti=Java+Developer&vjs=3
18,Senior Software Engineer (Agent Workspace),"Hybrid work in Pune, Maharashtra",N/A,Zendesk,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An6TE4nSNopf81v8h4GOnemh63Iw_8cinpVUxcVYAn6sHOf2KtlCGLc4fsMG9Z1yZfOPEwImi0UTyoGq7jeUHyQA83c6uspEJ5hqViCQbc0KSpXuJ7V6PricjFdqRowSMyGPSQI8pCu-WgHZWqadvbcpl8gAsQB4QLxvyWlQbtL1EWrJYD9exaccIkUvtedBwNHDftuJOXFzBpxEtgDNwK-GHqBMlFjySp5Bm2xLRg1BKJajyM33rcYY2pAJ014c4uFmxom-wERVUg7qo738XULjRcjI7RFEuq087QIELzvY1dabvP3EU7rmX5luVvwbtcu_wWIxCPrvZJeh7jO6duOJsHo90CU11r6iQmuq4mVMXtqkOxNSi7TGXl5vhV4f-1eoKVX-euLoMJVDfnsOk9Cowd5va9z75c7kg5GgktcjL-wWKaFP2zS1kcXp57iR7ODnIzQ9cyXH0rxo_B2GUwzasD_0vtFBvs8kqGxctV62KRjvA0LuDKukn7CLy0UP8GlD572KgKkdvKKzhCDPVlTeaaSjCFn_ky1_3DyphMiE0IsKlsoiMwj8hIdSKe8B8ZJmNXkyVih5eQujmqV2frsxOFvz-UnvqGU9ZIuoinXEEtt-Kgze0FrzY3NYbci_OxYP1VInNypPmYmGDLT_roqgGIzH7rtbDQ_hOTW1_rHl94C95xTIWVxkIyshIFeDxHobS-BimQdNpF7z6zwaAYxzXoEighXGfF2SOZW7wFV20r4A-5BdTCd6pT4ONmj0E2GSNt22xdm4-_Wrkmao8I91BrTw-0vY6GPHk1Ey4Awq1Mb2VYXhtgq63ArtJHbo2ekyUGMR3CWuID0yLi5tDKxVTIenY3pF-QUYgIGz0TCoT1Ha7AckuKwUkBvkDXiJyp5hzD4dYTx2TwGG_zu8IhIxc0037WJABaWbfJS7sq0YEC9bLuIipvbf_i8WUQIEfPTPlvJLRKwUAN3tIP9db7gjSgT1N9Qwx45ovJZWm_PKT5AM-SisxG0gQ8-T4_EnMucMAGuQZ-T0dZEQZm7i67G9TdM1lukzp742OVIZZQaAFtm7KKIqNZptbt-drTBgYKspdMR5oWkewI6wk4rAAB_niCl9G6_ALQefGMyaeI4ecYwRs8BMQfqgZO480UMec51sq5wOdnUw1W1RMW3hSvRNNauly-vN4oQ8AkT-F39EGFr6BhM90UiKJ9A7ccSJ4_tuJcPb7RYom_2AEYkrOFUhhVlLZ6iQOEkOEc88Dq-FP6ljhggr0OLkSdLFK8aSYBwIXZZFaZkDh8XN6PSwBg&xkcb=SoDx6_M3sPkQyLz7pZ0AbzkdCdPP&camk=UoKtGZLa3XILVxi3wsLnQw==&p=7&fvj=0&vjs=3
19,Senior Software Engineer,"Hybrid work in Pune, Maharashtra",N/A,Zendesk,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An6TE4nSNopf81v8h4GOnemh63Iw_8cinpVUxcVYAn6sHOf2KtlCGLc4fsMG9Z1ybwZg9PJNJ-HA9BcmrBUXlpwyFG3DxnQiseqOzvjUe56TN35iRhL_fNjyWb8gyAgEVgkYTtLt_kzksF-veZVjkiOznrr22nfTSzYtdeLpcE2xhHJ_vOB1JBjFtVrXCjvxabJABYFTtwFlAOJ8XQt6rZkwFhULWKGqVIqmth3MCybhYqvnNtSJceNkDuc173-RBWVmH_AR4VQg_i4UPniHIMYkmgZE1AQ8YU7BYoOvV6_1l4eal2wlUZO6jHxAylvcvMcpI6hF2p-2P6Unps7Ak-82w31wHTSTg-01YtIlsxzgFcbMSUNvpn09W8tmpcHi8cP2s9Yh7-lpzYr3Y2QmuPZtH_ll22JpxPFULttE3r30LM2XoOXrhi0B5ojzL5fuC7l0OBuTzw-NYo4csm6z_X1aLkyiXsKXp8rXZJ5wqvVdCSmjNKHmC5ej8oRxZbQnCLPPy-YSOCIcCeQKk4PM6OhWHIp5mOXOTEFfLMPGKDxWNZtEgJ_aaSKqth60A_E3JK1sgI0MNnQwlYEehyshZk4vvuRTqecwqvHSa1e7QtlJewdXKnGhNoz_GNbphiVeFzDlh92_JyyS6IpAOS5Gw0uBsEbfzLSSLUWbIfSv9q6IaMVler7JgIe42d6pGW-h5a4maurN2KBmGu_oUPDDkaDHURuAZT_ZS6AjBODf3YJHP3CGfwc1CKmOhHNVUaOSHx3z9a8BcNmaQfEYIBvpdnnkIsNKlFiJo03uFMVhZf_1O-6-KAJAeIVAQvRFtZBaMSkpz6DwM63F9bBBpQ2mQKBlhzfhroP2XdDaNKSc0MuDwJ89HFPRR_NSMgS0K_ne88Bkozc0YZG5tsCLFjrCzikZieRs1R_GNYGc6RSZxmTtF-17oRAXto9FlamdhG-3M0GNtDbqOt_qHbxS0nu85-EK0b-QsDEwFWFIevPjILhASLIQFb6jzctHkxwTmkwhGTs3wu6Ex5AjeNNV3aqiiHqBMBbeoAXVyTZqmww3ND-lIk-ygg2xk6Xucp8oqVMwjl9pCuJbMCnTpRcv4x_i4PrVuz3igx336Rs-Gr7Drxg7ayojPWPidfJxz1gUYmYJZ4stGK0dW5hYJUUVZrC1w_mdPvvazDz9AUR7eeuKCKqVdoKa32WpavEwcU_BDWUe2rJ_WILy_wOkKXsB06K-804HoVFWvulPUONsdODtHbdK8g_0mo-ho6NAkONapIot8=&xkcb=SoDY6_M3sPkQyLz7pZ0CbzkdCdPP&camk=UoKtGZLa3XILVxi3wsLnQw==&p=5&fvj=0&vjs=3
20,Software Eng (Dev) IV,"Hyderabad, Telangana",N/A,Brightstar Lottery,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3FGiAGKMufg06vyvXEyGw-21Rz5inohOPof25eO8swu8_IhTEE4rsDP2R9mdu75B07DuS4ioJF2eH-WRHYwdOX8FPMvv5inSw-5F3ad8H1Z8AR24g-S6MUoA9KLCl0mpuqwogUGDQAg6uEHOGmehIBMhiT2NaC6JQSvo4wuTetT2ot0MssF7I3RHC2uTgpMgx9BKmtlqeMGENrM-hW3TDA59dL2tX_jrhpp7JrBNSbMlEhNQlDXsgCqjQsVX1fBR6n-jDRHzm7HYs9v0I0tGiu8XYnGLPDSOFEJxMuW4xRbqtHty30PBT8oHAZAUtaTyLjQEpPpzDlm7MDXCAvd9SqoyO0oJxEDRGkMLkQycJlmeaCP9huhWyg0bcfcKkRkP88LnsgUPN8cP_vdYhCJcg-cDIN5BjgrZZGeiShYJVbff_r3S9yXt21TOwHwuSaTTQk64BmnVwQ2nCWVIAqMR4-j1aDnnsqixgAhKtt-3b5fwzPOEuYRi98flE0XqLGRblfPoblKDGQJ32sUWtd6GZoezb5mh-SXRXiao6GxxWzRiDNg_ldsZUwE9q4GxW-yY-jG08n0jMKfhTwYcaAy6i-fQJ4TwOUhq8wMtb0C-4iM4Xos0VplWA4IJhPkDVx7tXfociVOPo93tlQM39H1E0HiaoJ0Ry98KBzwAQNvFbjV-759qv4qs8cjdDeMoiAujDUfZwE-I1mXoD4_UO4Giz&xkcb=SoDF6_M3sPkQyLz7pZ0bbzkdCdPP&camk=ethIe0s0hef2ibG_Qjiu8g==&p=12&fvj=0&vjs=3
21,Software Developer,"Balewadi, Pune, Maharashtra",561102.25,Rop system pvt Ltd,https://in.indeed.com/rc/clk?jk=bc18485a272a7c1f&bb=GFKPxZ-8qGkVUeT4bTWBWyHVZWh1GtRkAFNmtjtIt9nstzorAhIiDfhQoC2UBMJioqRL9TUjdid87nUCvHXj7kAKOyyewGZC6csy0bCJyimK3LFgQlaqKwLt6-3iN7HyOyqrzF6D1QKTPRILRQk-Mw%3D%3D&xkcb=SoCF67M3sPkQyLz7pZ0abzkdCdPP&fccid=40add8f8238f7179&cmp=Rop-system-pvt-Ltd&ti=Software+Engineer&vjs=3
22,Senior Software Engineer,"Hybrid work in Pune, Maharashtra",N/A,Zendesk,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An6TE4nSNopf81v8h4GOnemh63Iw_8cinpVUxcVYAn6sHOf2KtlCGLc4fsMG9Z1ybwZg9PJNJ-HFpml-jGxLZymWM0z7UGjZXl6iHQ__cbLaA6CDbEKORSbsf8HrcABNU4DNmZ1nEaPzo_WWuCWsZPhb5wo4NeB3DnSjZoEGIXgSGsylG2uLLUheF_QiXbyIqci4lG6bTptvQPOhr3QunBPFKynqbI8zlpkiJo_hwJ79JUg5pBo6IeuQ-9t-BdEcUPp3dOluv0RFheZ2tORsw0y1j7K05jnuUHxK5h-CvyQWCqTLFdDlKh6QZ3PfiCtxOIV2BXxEgszEORMu9CSjX1-YB1aWFcCyoEJh5y1mszkwZq6UdLzwvVN3jp2rEekXJz0x0vZQXPPHEIsoDlqNB6s0ut4c-95vXcWKAS2BoYdNcf267HL9AOuMfexka8A1cJA29YqiI_cB41AhRj3FsXqopOlNWw1a3rBK_UzaeYytjrnZOKXPQerBfW-VRPx9iuyFW3Z-ukPgL7u5a0dtJRsImXSKMX-wsEXKh4L_Enb9yzRubNW_DOQEqa0TLMLTHYW3LxahPUW-Po2wpYAwSO5MoUb8v2WOKNVTEr1-HEZpyf3Yd56QS240TJrYHrrHM9o0SLkO_Mbi8s_N-MK9p00tfj60vqJ5wOR85Q5iW9ER9n__3NcIamSoQ_skVC-2Xoc_Vb2dIBu-6AhNDLP0UQsHmOx5BKzXyG-Mos25DCEm2B2pBdmdnQG7nkCWbGRlHNwzLKEAKddnApPwZPCPWCNr8XSQW8QWr2YMGKpOhYoGRYDQdbh_AP8PJcnYVVgDRpTKiLgKD2Kf-oEUXlVPARAPrtMta66W18_kg0VIr8IwBkEU-DDNCIxZ5vptjZ9lGmNwcleC_pkGn9q9ITZTSGSNgxkX9LF20GMZrggQcDlwZ8nxgNgc0ZPGUP_yv-VZR_tq_krOvH9wZtud9igouuBLSEAyFcnOHW1oMme3v5ssl_4kGTrDkR7rVwMk0r-HmRGauv6U7fwBkKrUlOCSS0KQID5xu0Dx2klcIDmGsWhoZkzO8r2yWdfa_fspKNdH3smVBiZrRn_xqPzGPFn6sDyfuVzD96yus9IQBrYSCdkJ5KObLl2syagKIy6tBAFNfR3fC3tZ98boHJj_3M4RA1tHVK9EHdzgsZ69dRbAp8XjpmKwfU0qJinXklEWcDLYjdfpVUDbey5wTDLkl6or3bPX_vgPYBMOPt16o9IDjrNj1vQ-a7cX6Q9KErVo1NlvM=&xkcb=SoCF6_M3sPkQyLz7pZ0MbzkdCdPP&camk=UoKtGZLa3XILVxi3wsLnQw==&p=3&fvj=0&vjs=3
23,Software Development Engineer,Remote,1139469.75,Favtutor,https://in.indeed.com/rc/clk?jk=1beaf746d237baaf&bb=GFKPxZ-8qGkVUeT4bTWBWx7q880qB2Up-GnZrX1weMzMca16qjujJZpQKNM0wkO-O1Wm-kRWz2bGpU-QJAEFyH77UU93B3qMVqrZD0ADl5h4Lo-z2lpTzHDjiu-lc3-qNMBz2p9deoeihaYwZ9SdUA%3D%3D&xkcb=SoAY67M3sPkQyLz7pZ0ZbzkdCdPP&fccid=16ff43ebc1a8cf02&cmp=Favtutor&ti=Software+Engineer&vjs=3
24,Python Developer,"Remote in Kochi, Kerala",300000.0,Emerinter Infotech,https://in.indeed.com/rc/clk?jk=9df6a37fb89869b5&bb=GFKPxZ-8qGkVUeT4bTWBW_7eLrYGq3-GyoLrMF48ArXUyDNW82J3oduCd4TYU-GoW3w_xdDmK6mdIPbD-5Yk4uZlMrJHIqf-FmqWlhbK36_niYHLX5Nf_Qu3uBxpvU2HPJY69AFWBWMO8MBKXZe_Sg%3D%3D&xkcb=SoAW67M3sPkQyLz7pZ0EbzkdCdPP&fccid=6c148d6d972ed5ee&cmp=Emerinter-Infotech&ti=Python+Developer&vjs=3
